UAIT,large_airport,Hazrat Sultan International Airport,43.313126,68.549881,AS,KZ
UBBB,large_airport,Heydar Aliyev International Airport,40.46749878,50.04669952,AS,AZ
UDYZ,large_airport,Zvartnots International Airport,40.14730072,44.39590073,AS,AM
UGTB,large_airport,Tbilisi International Airport,41.6692009,44.95470047,AS,GE
UHWW,large_airport,Vladivostok International Airport,43.396256,132.148155,EU,RU
UKBB,large_airport,Boryspil International Airport,50.345001,30.894699,EU,UA
UKLL,large_airport,Lviv International Airport,49.8125,23.9561,EU,UA
ULLI,large_airport,Pulkovo Airport,59.8003006,30.26250076,EU,RU
UMMS,large_airport,Minsk National Airport,53.888071,28.039964,EU,BY
UNKL,large_airport,Krasnoyarsk International Airport,56.173077,92.492437,EU,RU
UNNT,large_airport,Novosibirsk Tolmachevo Airport,55.019756,82.618675,EU,RU
URRP,large_airport,Platov International Airport,47.493888,39.924722,EU,RU
URSS,large_airport,Sochi International Airport,43.449902,39.9566,EU,RU
USSS,large_airport,Koltsovo Airport,56.74309921,60.80270004,AS,RU
UTAA,large_airport,Ashgabat International Airport,37.986801,58.361,AS,TM
UTTT,large_airport,Tashkent International Airport,41.25790024,69.28119659,AS,UZ
UUBW,large_airport,Zhukovsky International Airport,55.553299,38.150002,EU,RU
UUDD,large_airport,Domodedovo International Airport,55.40879822,37.90629959,EU,RU
UUEE,large_airport,Sheremetyevo International Airport,55.972599,37.4146,EU,RU
UUWW,large_airport,Vnukovo International Airport,55.59149933,37.26150131,EU,RU
UWKD,large_airport,Kazan International Airport,55.60620117,49.27870178,EU,RU
UWSG,large_airport,Gagarin International Airport,51.712778,46.171111,EU,RU
UWUU,large_airport,Ufa International Airport,54.55749893,55.87440109,EU,RU
UWWW,large_airport,Kurumoch International Airport,53.50490189,50.16429901,EU,RU
VABB,large_airport,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,AS,IN
VAGO,large_airport,Dabolim Airport,15.38080025,73.83139801,AS,IN
VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759907,79.88410187,AS,LK
VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,AS,LK
VDPP,large_airport,Phnom Penh International Airport,11.5466,104.844002,AS,KH
VDSR,large_airport,Siem Reap International Airport,13.41155,103.813044,AS,KH
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.65469933,88.44670105,AS,IN
VGZR,large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,AS,BD
VHHH,large_airport,Hong Kong International Airport,22.308901,113.915001,AS,HK
VIDP,large_airport,Indira Gandhi International Airport,28.55563,77.09519,AS,IN
VMMC,large_airport,Macau International Airport,22.149599,113.592003,AS,MO
VNKT,large_airport,Tribhuvan International Airport,27.6966,85.3591,AS,NP
VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,AS,IN
VOCI,large_airport,Cochin International Airport,10.152,76.401901,AS,IN
VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,AS,IN
VOMM,large_airport,Chennai International Airport,12.990005,80.169296,AS,IN
VOTV,large_airport,Trivandrum International Airport,8.48211956,76.92009735,AS,IN
VRMM,large_airport,Male International Airport,4.191830158,73.52909851,AS,MV
VTBD,large_airport,Don Mueang International Airport,13.91259956,100.6070023,AS,TH
VTBS,large_airport,Suvarnabhumi Airport,13.68109989,100.7470016,AS,TH
VTCC,large_airport,Chiang Mai International Airport,18.76679993,98.96260071,AS,TH
VTSP,large_airport,Phuket International Airport,8.1132,98.316902,AS,TH
VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,AS,VN
VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,AS,VN
VYMD,large_airport,Mandalay International Airport,21.70219994,95.97789764,AS,MM
VYYY,large_airport,Yangon International Airport,16.90730095,96.1332016,AS,MM
WAAA,large_airport,Hasanuddin International Airport,-5.061629772,119.5540009,AS,ID
WADD,large_airport,Ngurah Rai (Bali) International Airport,-8.748169899,115.1669998,AS,ID
WAJJ,large_airport,Sentani International Airport,-2.57695,140.516006,AS,ID
WARR,large_airport,Juanda International Airport,-7.379829884,112.7870026,AS,ID
WBSB,large_airport,Brunei International Airport,4.9442,114.928001,AS,BN
WIII,large_airport,Soekarno-Hatta International Airport,-6.12556982,106.6559982,AS,ID
WMKK,large_airport,Kuala Lumpur International Airport,2.745579958,101.7099991,AS,MY
WSSS,large_airport,Singapore Changi Airport,1.35019,103.994003,AS,SG
YBBN,large_airport,Brisbane International Airport,-27.38419914,153.1170044,OC,AU
YMML,large_airport,Melbourne International Airport,-37.673302,144.843002,OC,AU
YNT,large_airport,Yantai Penglai International Airport,37.659724,120.978124,AS,CN
YPAD,large_airport,Adelaide International Airport,-34.947512,138.533393,OC,AU
YPPH,large_airport,Perth International Airport,-31.94029999,115.9670029,OC,AU
YSSY,large_airport,Sydney Kingsford Smith International Airport,-33.94609833,151.177002,OC,AU
ZBAA,large_airport,Beijing Capital International Airport,40.08010101,116.5849991,AS,CN
ZBAD,large_airport,Beijing Daxing International Airport,39.509945,116.41092,AS,CN
ZBHH,large_airport,Baita International Airport,40.851398,111.823997,AS,CN
ZBTJ,large_airport,Tianjin Binhai International Airport,39.12440109,117.3460007,AS,CN
ZBYN,large_airport,Taiyuan Wusu Airport,37.746899,112.627998,AS,CN
ZGGG,large_airport,Guangzhou Baiyun International Airport,23.392401,113.299004,AS,CN
ZGHA,large_airport,Changsha Huanghua International Airport,28.18919945,113.2200012,AS,CN
ZGKL,large_airport,Guilin Liangjiang International Airport,25.219828,110.039553,AS,CN
ZGNN,large_airport,Nanning Wuxu Airport,22.608299,108.171997,AS,CN
ZGSZ,large_airport,Shenzhen Bao'an International Airport,22.639299,113.810997,AS,CN
ZHCC,large_airport,Zhengzhou Xinzheng International Airport,34.526497,113.849165,AS,CN
ZHHH,large_airport,Wuhan Tianhe International Airport,30.774798,114.213723,AS,CN
ZJHK,large_airport,Haikou Meilan International Airport,19.9349,110.459,AS,CN
ZJSY,large_airport,Sanya Phoenix International Airport,18.3029,109.412003,AS,CN
ZLLL,large_airport,Lanzhou Zhongchuan International Airport,36.515202,103.620003,AS,CN
ZLXY,large_airport,Xi'an Xianyang International Airport,34.447102,108.751999,AS,CN
ZMCK,large_airport,Ulaanbaatar Chinggis Khaan International Airport,47.646916,106.819833,AS,MN
ZPPP,large_airport,Kunming Changshui International Airport,25.1019444,102.9291667,AS,CN
ZSAM,large_airport,Xiamen Gaoqi International Airport,24.54400063,118.1279984,AS,CN
ZSCN,large_airport,Nanchang Changbei International Airport,28.864815,115.90271,AS,CN
ZSFZ,large_airport,Fuzhou Changle International Airport,25.934669,119.66318,AS,CN
ZSHC,large_airport,Hangzhou Xiaoshan International Airport,30.23609,120.428865,AS,CN
ZSJN,large_airport,Jinan Yaoqiang International Airport,36.857201,117.216003,AS,CN
ZSNB,large_airport,Ningbo Lishe International Airport,29.82670021,121.461998,AS,CN
ZSNJ,large_airport,Nanjing Lukou International Airport,31.735032,118.865949,AS,CN
ZSPD,large_airport,Shanghai Pudong International Airport,31.1434,121.805,AS,CN
ZSSS,large_airport,Shanghai Hongqiao International Airport,31.198104,121.33426,AS,CN
ZSWZ,large_airport,Wenzhou Longwan International Airport,27.912201,120.851997,AS,CN
ZUCK,large_airport,Chongqing Jiangbei International Airport,29.712254,106.651895,AS,CN
ZUGY,large_airport,Longdongbao Airport,26.53849983,106.8010025,AS,CN
ZUTF,large_airport,Chengdu Tianfu International Airport,30.31252,104.441284,AS,CN
ZUUU,large_airport,Chengdu Shuangliu International Airport,30.558257,103.945966,AS,CN
ZWWW,large_airport,l�rumqi Diwopu International Airport,43.90710068,87.47419739,AS,CN
ZYCC,large_airport,Changchun Longjia International Airport,43.996201,125.684998,AS,CN
ZYHB,large_airport,Harbin Taiping International Airport,45.623402,126.25,AS,CN
ZYTL,large_airport,Dalian Zhoushuizi International Airport,38.965698,121.539001,AS,CN
ZYTX,large_airport,Shenyang Taoxian International Airport,41.639801,123.483002,AS,CN
5A8,medium_airport,Aleknagik / New Airport,59.2826004,-158.6179962,NA,US
AF-0005,medium_airport,Khost International Airport,33.284605,69.80734,AS,AF
AGGM,medium_airport,Munda Airport,-8.32797,157.263,OC,SB
AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,AS,CN
ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,OC,NR
AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,AS,CN
AYBK,medium_airport,Buka Airport,-5.422319889,154.6730042,OC,PG
AYCH,medium_airport,Chimbu Airport,-6.024290085,144.970993,OC,PG
AYDU,medium_airport,Daru Airport,-9.086759567,143.2079926,OC,PG
AYGA,medium_airport,Goroka Airport,-6.081689835,145.3919983,OC,PG
AYGN,medium_airport,Gurney Airport,-10.3114996,150.3339996,OC,PG
AYGR,medium_airport,Girua Airport,-8.80453968,148.3090057,OC,PG
AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,OC,PG
AYKM,medium_airport,Kerema Airport,-7.963610172,145.7709961,OC,PG
AYKV,medium_airport,Kavieng Airport,-2.579400063,150.8079987,OC,PG
AYMD,medium_airport,Madang Airport,-5.207079887,145.7890015,OC,PG
AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789856,144.2960052,OC,PG
AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,OC,PG
AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,OC,PG
AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,OC,PG
AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,OC,PG
AYWD,medium_airport,Wapenamanda Airport,-5.6433,143.895004,OC,PG
AYWK,medium_airport,Wewak International Airport,-3.583830118,143.6690063,OC,PG
AZ-0001,medium_airport,Zabrat Airport,40.49554222,49.97680664,AS,AZ
AZ-0011,medium_airport,Fuzuli International Airport,39.594578,47.196128,AS,AZ
BCW,medium_airport,Benguera Island Airport,-21.85330009,35.43830109,AF,MZ
BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,NA,GL
BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,NA,GL
BGGH,medium_airport,Godthaab / Nuuk Airport,64.190903,-51.678101,NA,GL
BG-JAM,medium_airport,Bezmer Air Base,42.45489883,26.35219955,EU,BG
BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,NA,GL
BGSF,medium_airport,Kangerlussuaq Airport,67.012222,-50.711603,NA,GL
BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,NA,GL
BGTL,medium_airport,Thule Air Base,76.53119659,-68.70320129,NA,GL
BIAR,medium_airport,Akureyri Airport,65.66000366,-18.0727005,EU,IS
BIEG,medium_airport,Egilsstal�ir Airport,65.28330231,-14.40139961,EU,IS
BIHN,medium_airport,Hornafjorl�ur Airport,64.295601,-15.2272,EU,IS
BIHU,medium_airport,Husavl�k Airport,65.952301,-17.426001,EU,IS
BIIS,medium_airport,l�safjorl�ur Airport,66.05809784,-23.13529968,EU,IS
BIRK,medium_airport,Reykjavik Airport,64.12999725,-21.94059944,EU,IS
BISI,medium_airport,Siglufjorl�ur Airport,66.137847,-18.908157,EU,IS
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430115,-20.27890015,EU,IS
BKPR,medium_airport,Pristina Adem Jashari International Airport,42.5728,21.035801,EU,XK
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,SA,BR
BTZ,medium_airport,Betong International Airport,5.79,101.15,AS,TH
BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,EU,BY
BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,AF,MZ
BZ-BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,NA,BZ
BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,NA,BZ
BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,NA,BZ
BZ-CZH,medium_airport,Corozal Municipal Airport,18.38220024,-88.41190338,NA,BZ
BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,NA,BZ
BZ-PLJ,medium_airport,Placencia Airport,16.53695679,-88.36151123,NA,BZ
BZ-PND,medium_airport,Punta Gorda Airport,16.10239983,-88.8082962,NA,BZ
BZ-SJX,medium_airport,Sartaneja Airport,18.35610008,-88.13079834,NA,BZ
BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,NA,BZ
BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.51639,-88.194443,NA,BZ
CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,NA,CA
CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,NA,CA
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,NA,CA
CN-0012,medium_airport,Yuanmou Air Base,25.73749924,101.8820038,AS,CN
CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.73860168,114.9300003,AS,CN
CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,AS,CN
CN-0040,medium_airport,Lincang Boshang Airport,23.7381,100.025002,AS,CN
CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,AS,CN
CN-0050,medium_airport,Panzhihua Bao'anying Airport,26.54,101.79852,AS,CN
CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,AS,CN
CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,AS,CN
CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,AS,CN
CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,AS,CN
CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,AS,CN
CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,AS,CN
CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,AS,CN
CN-0091,medium_airport,Dongying Shengli Airport,37.50859833,118.788002,AS,CN
CN-0104,medium_airport,Xingcheng Air Base,40.580328,120.700374,AS,CN
CN-0113,medium_airport,Altay Airport,47.749886,88.085808,AS,CN
CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,AS,CN
CN-0188,medium_airport,Beijing Nanjiao Airport,39.48595,116.37236,AS,CN
CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,AS,CN
CN-0236,medium_airport,Xigaze Dingri Airport,28.604567,86.798,AS,CN
CN-0353,medium_airport,Zhanjiang Wuchuan Airport,21.481667,110.590278,AS,CN
CN-NTG,medium_airport,Nantong Xingdong International Airport,32.070801,120.975998,AS,CN
CY-0002,medium_airport,Lefkoniko Airport / Gecitkale Air Base,35.235947,33.724358,AS,CY
CYAC,medium_airport,Cat Lake Airport,51.72719955,-91.82440186,NA,CA
CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,NA,CA
CYAH,medium_airport,La Grande-4 Airport,53.75469971,-73.6753006,NA,CA
CYAL,medium_airport,Alert Bay Airport,50.582199,-126.916,NA,CA
CYAM,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,NA,CA
CYAQ,medium_airport,Kasabonika Airport,53.52470016,-88.64279938,NA,CA
CYAS,medium_airport,Kangirsuk Airport,60.02719879,-69.99919891,NA,CA
CYAT,medium_airport,Attawapiskat Airport,52.92750168,-82.43190002,NA,CA
CYAY,medium_airport,St. Anthony Airport,51.39189911,-56.08309937,NA,CA
CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,NA,CA
CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,NA,CA
CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,NA,CA
CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,NA,CA
CYBE,medium_airport,Uranium City Airport,59.56140137,-108.4810028,NA,CA
CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,NA,CA
CYBG,medium_airport,CFB Bagotville,48.33060074,-70.99639893,NA,CA
CYBK,medium_airport,Baker Lake Airport,64.29889679,-96.07779694,NA,CA
CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,NA,CA
CYBQ,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,NA,CA
CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,NA,CA
CYBT,medium_airport,Brochet Airport,57.8894,-101.679001,NA,CA
CYBV,medium_airport,Berens River Airport,52.358898,-97.018303,NA,CA
CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,NA,CA
CYCA,medium_airport,Cartwright Airport,53.68280029,-57.04190063,NA,CA
CYCB,medium_airport,Cambridge Bay Airport,69.10810089,-105.1380005,NA,CA
CYCC,medium_airport,Cornwall Regional Airport,45.092637,-74.567724,NA,CA
CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,NA,CA
CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,NA,CA
CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.29639816,-117.6320038,NA,CA
CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,NA,CA
CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,NA,CA
CYCN,medium_airport,Cochrane Airport,49.10559845,-81.01360321,NA,CA
CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,NA,CA
CYCQ,medium_airport,Chetwynd Airport,55.68719864,-121.6269989,NA,CA
CYCR,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,54.61059952,-97.76080322,NA,CA
CYCS,medium_airport,Chesterfield Inlet Airport,63.34690094,-90.73110199,NA,CA
CYCY,medium_airport,Clyde River Airport,70.48609924,-68.51670074,NA,CA
CYDA,medium_airport,Dawson City Airport,64.04309845,-139.128006,NA,CA
CYDB,medium_airport,Burwash Airport,61.37110138,-139.0410004,NA,CA
CYDF,medium_airport,Deer Lake Airport,49.21080017,-57.39139938,NA,CA
CYDM,medium_airport,Ross River Airport,61.97060013,-132.4230042,NA,CA
CYDN,medium_airport,Dauphin Barker Airport,51.10079956,-100.052002,NA,CA
CYDO,medium_airport,Dolbeau St Felicien Airport,48.7784996,-72.375,NA,CA
CYDP,medium_airport,Nain Airport,56.54919815,-61.68030167,NA,CA
CYDQ,medium_airport,Dawson Creek Airport,55.74229813,-120.1829987,NA,CA
CYEK,medium_airport,Arviat Airport,61.09420013,-94.07080078,NA,CA
CYEL,medium_airport,Elliot Lake Municipal Airport,46.35139847,-82.56140137,NA,CA
CYEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,NA,CA
CYEN,medium_airport,Estevan Airport,49.21030045,-102.9660034,NA,CA
